Diện tích sử dụng,Diện tích đất,Mã BĐS,Ngày đăng,Nhà tắm,Pháp lý,Phòng ngủ,address,loai_hinh,mo_gioi_link,mo_gioi_phone,mo_gioi_ten,price,title,url
160 m2,"32 m2(4,2x7,6)",22709744,01/10/2025,4,Sổ đỏ,3,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 350 triệu,"Bán Nhà hẻm, ngõ Việt Hưng",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-pho-viet-hung-5-tang-hiem-trong-tam-gia-gan-bigc-long-bien-id22709744
180 m2,36 m2,22705526,01/10/2025,4,Sổ đỏ,3,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-pho-nguyen-van-cu-36m2-5-tang-8-8-ty-o-to-thong-dong-tien-id22705526
250 m2,50 m2(7x7),22705533,01/10/2025,5,Sổ đỏ,4,"Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,10 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Hoàng Như Tiếp",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-hoang-nhu-tiep-50m2-5t-10-5-ty-gan-benh-vien-tam-anh-id22705533
80 m2,"80 m2(5,5x16)",22705388,01/10/2025,,Sổ đỏ,,"Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 900 triệu,Bán Đất thổ cư Bắc Cầu,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-bac-cau-3-80m-mat-tien-5-5m-6-9-ty-lo-goc-o-to-7c-id22705388
68 m2,34 m2(4x9),22708106,01/10/2025,2,Sổ đỏ,2,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 250 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/trung-tam-pho-ngoc-thuy-ban-dat-34m2-tang-nha-2t-no-hau-hon-5-t-y-id22708106
200 m2,35 m2,22707970,01/10/2025,5,Sổ đỏ,3,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/trung-tam-pho-nguyen-van-cu-35m-6-tang-thang-may-3-buoc-ra-mat-pho-id22707970
40 m2,20 m2,22706896,01/10/2025,2,Sổ đỏ,2,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,4 tỷ 350 triệu,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/h-iem-gan-bigc-l-bien-hon-4-t-y-b-an-d-at-tang-nha-2t-oto-do-cua-id22706896
90 m2,"90 m2(4,5x20)",22707193,01/10/2025,,Sổ đỏ,,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,11 tỷ 500 triệu,Bán Đất thổ cư Ngọc Lâm,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-trung-tam-pho-ngoc-lam-90m2-4-5m-hon-10-ty-gan-o-to-id22707193
54 m2,"54 m2(4,1x12)",22707057,01/10/2025,,Sổ đỏ,,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,7 tỷ,Bán Đất thổ cư Việt Hưng,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-viet-hung-54m2-mt4m-7-ty-o-to-gan-cong-lang-le-mat-id22707057
150 m2,"30 m2(7,5x4)",22707961,01/10/2025,4,Sổ đỏ,3,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 250 triệu,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-dan-xay-pho-hoa-lam-5-tang-o-to-gia-hiem-trong-tam-gia-id22707961
320 m2,80 m2(6x14),22708021,01/10/2025,5,Sổ đỏ,4,"Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,22 tỷ 500 triệu,"Bán Nhà mặt tiền, phố Nguyễn Sơn",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ban-nha-trung-tam-pho-nguyen-son-80m2-4-tang-lo-goc-3-thoang-o-to-id22708021
210 m2,50 m2,22706682,01/10/2025,4,Sổ đỏ,4,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Thượng Thanh",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-thuong-thanh-50m2-4t-6-5-ty-so-dep-no-hau-thang-may-id22706682
150 m2,"30 m2(4,1x7,5)",22708919,01/10/2025,4,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 700 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-ngoc-thuy-30m2-5-tang-nha-moi-tinh-gan-truong-viet-phap-id22708919
240 m2,40 m2(4x10),22706895,01/10/2025,5,Sổ đỏ,3,"Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,14 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Nguyễn Sơn",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-trung-tam-pho-nguyen-son-40m2-6t-mat-tien-dep-gara-oto-id22706895
150 m2,"32 m2(3,5x9)",22706678,01/10/2025,4,Sổ đỏ,3,"Nam Đuống, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ,"Bán Nhà hẻm, ngõ Nam Đuống",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-nam-duong-32m2-5-tang-3-phong-ngu-6-ty-hon-gan-o-to-id22706678
46 m2,46 m2,22706681,01/10/2025,,Sổ đỏ,,"Nam Đuống, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 300 triệu,Bán Đất thổ cư Nam Đuống,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-nam-duong-long-bien-46m2-5ty-hon-gia-hiem-trong-tam-gia-id22706681
170 m2,45 m2(4x11),22708647,01/10/2025,3,Sổ đỏ,4,"Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,10 tỷ 400 triệu,"Bán Nhà hẻm, ngõ Bồ Đề",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-bo-de-45m2-4t-dan-xay-so-dep-nhu-to-a4-ngo-nong-o-to-id22708647
330 m2,"65 m2(4,1x16)",22708650,01/10/2025,6,Sổ đỏ,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,16 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-ngoc-thuy-65m2-5-tang-dan-xay-chac-chan-o-to-tranh-id22708650
130 m2,130 m2,22706506,01/10/2025,,Sổ đỏ,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,22 tỷ,Bán Đất thổ cư Ngọc Thụy,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-ngoc-thuy-130m2-mat-tien-sieu-dep-o-to-thong-gan-cau-chuong-id22706506
55 m2,55 m2(4x13),22707585,01/10/2025,,Sổ đỏ,,"Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 800 triệu,Bán Đất thổ cư Nguyễn Văn Linh,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-nguyen-van-linh-55m2-mat-tien-dep-no-hau-6-8-ty-lo-goc-id22707585
420 m2,70 m2,22708806,01/10/2025,8,Sổ đỏ,4,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,17 tỷ,"Bán Nhà mặt tiền, phố Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/ban-nha-mat-pho-thanh-am-68m2-6-tang-17-ty-thang-may-kinh-doanh-id22708806
160 m2,"45 m2(3,3x15)",22707583,01/10/2025,5,Sổ đỏ,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,9 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-ngoc-thuy-45m2-4-tang-9-ty-o-to-hiem-trong-tam-gia-id22707583
115 m2,33 m2,22707054,01/10/2025,4,Sổ đỏ,3,"Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Phú Viên",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-phu-vien-gan-cau-chuong-duong-33m-4-tang-5-5-ty-o-to-id22707054
250 m2,"70 m2(4,5x15)",22707468,01/10/2025,4,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,11 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-pho-ngoc-thuy-70m2-5t-hon-11-ty-gara-oto-gan-cau-long-bien-id22707468
70 m2,54 m2,22707055,01/10/2025,,Sổ đỏ,,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 400 triệu,Bán Đất thổ cư Nguyễn Văn Cừ,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-nguyen-van-cu-70m2-gia-chi-hon-6-t-y-ngo-nong-gan-o-to-id22707055
150 m2,30 m2,22706022,01/10/2025,4,Sổ đỏ,3,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-hoa-lam-30m2-5-tang-6-ty-gan-o-to-bigc-long-bien-id22706022
65 m2,65 m2(5x13),22707050,01/10/2025,,Sổ đỏ,,"Ô Cách, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,10 tỷ 500 triệu,Bán Đất thổ cư Ô Cách,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-o-cach-65m2-so-dep-nhu-to-a4-o-to-10m-ra-mat-pho-id22707050
100 m2,100 m2,22706670,01/10/2025,5,Sổ đỏ,3,"Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,24 tỷ,"Bán Nhà mặt tiền, phố Lâm Du",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/mat-pho-lam-du-100m2-4t-mat-tien-khung-lo-goc-kinh-doanh-sieu-dinh-id22706670
170 m2,"44 m2(4,5x10)",22708914,01/10/2025,3,Sổ đỏ,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,13 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-long-lanh-pho-ngoc-thuy-44m2-4-tang-mat-tien-dep-o-to-id22708914
210 m2,50 m2,22706671,01/10/2025,4,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-ngoc-thuy-50m2-5t-8-6-ty-dan-xay-chac-chan-gan-hong-tien-id22706671
160 m2,40 m2,22706021,01/10/2025,3,Sổ đỏ,3,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-duc-giang-40m2-4-tang-8-5-ty-lo-goc-dan-xay-o-to-id22706021
40 m2,40 m2,22705761,01/10/2025,,Sổ đỏ,,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 450 triệu,Bán Đất thổ cư Phúc lợi,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-phuc-loi-40m2-mat-tien-4m-5-45-ty-o-to-gan-kdt-viet-h-id22705761
250 m2,50 m2,22706020,01/10/2025,5,Sổ đỏ,4,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,10 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-pho-duc-giang-long-bien-50m2-5-tang-lo-goc-thang-may-o-to-id22706020
170 m2,48 m2,22705648,01/10/2025,4,Sổ đỏ,3,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,10 tỷ,"Bán Nhà hẻm, ngõ Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-pho-duc-giang-48m2-4-tang-hon-10-ty-lo-goc-dan-xay-o-to-tranh-id22705648
180 m2,36 m2(4x9),22705650,01/10/2025,4,Sổ đỏ,3,"Ngô Gia Tự, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Ngô Gia Tự",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-ngo-gia-tu-36m2-mt4m-5-tang-6-2-ty-hang-xom-kdt-viet-hung-id22705650
150 m2,"30 m2(4x7,5)",22710081,01/10/2025,4,Sổ đỏ,3,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 700 triệu,"Bán Nhà hẻm, ngõ Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-thanh-am-30m2-5-tang-5-7-ty-o-to-do-cong-nha-moi-tinh-id22710081
250 m2,48 m2(4x12),22709255,01/10/2025,4,Sổ đỏ,3,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-long-lanh-pho-thanh-am-48m2-thang-may-xin-gan-pho-nam-duong-id22709255
280 m2,"72 m2(4,5x16)",22710064,01/10/2025,4,Sổ đỏ,4,"Gia Thượng, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,16 tỷ,"Bán Nhà hẻm, ngõ Gia Thượng",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-gia-thuong-ngoc-thuy-72m2-4t-o-to-3-buoc-truong-viet-phap-id22710064
240 m2,60 m2,22710075,01/10/2025,4,Sổ đỏ,4,"Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,9 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Lâm Du",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-long-lanh-pho-lam-du-60m2-4t-dan-xay-chac-chan-id22710075
68 m2,"68 m2(5,2x13)",22710077,01/10/2025,,Sổ đỏ,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,11 tỷ,Bán Đất thổ cư Ngọc Thụy,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/lo-dat-dep-nhu-to-a4-pho-ngoc-thuy-68m2-mat-tien-sieu-dep-o-to-id22710077
230 m2,48 m2(6x8),22709183,01/10/2025,4,Sổ đỏ,4,"Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Đức Giang",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/h-iem-pho-duc-giang-gan-50m2-5t-6-5-ty-10m-oto-tranh-gan-doc-ong-ken-id22709183
180 m2,"38 m2(6x6,5)",22709233,01/10/2025,4,Sổ đỏ,3,"Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 300 triệu,"Bán Nhà hẻm, ngõ Nguyễn Văn Cừ",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-ngo-67-nguyen-van-cu-38m-5t-oto-cong-3-buoc-ra-mat-pho-id22709233
180 m2,60 m2(4x15),22709242,01/10/2025,3,Sổ đỏ,4,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/gia-h-iem-pho-thanh-am-60m2-4-phong-ngu-6-6-ty-dan-xay-chac-chan-id22709242
100 m2,26 m2(5x5),22708902,01/10/2025,3,Sổ đỏ,3,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 450 triệu,"Bán Nhà hẻm, ngõ Ngọc Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/pho-ngoc-lam-nha-4-tang-3-p-ngu-gia-5-45-ty-gan-cau-chuong-duong-id22708902
300 m2,"47 m2(4,6x11)",22708910,01/10/2025,5,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,15 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-pho-ngoc-thuy-47m2-6-tang-10-ty-hon-gara-o-to-thang-may-id22708910
180 m2,44 m2(4x11),22708912,01/10/2025,5,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,14 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-pho-ngoc-thuy-6-tang-gara-thang-may-truoc-nha-o-to-tranh-id22708912
500 m2,"125 m2(6,5x20)",22708896,01/10/2025,6,Sổ đỏ,4,"Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,18 tỷ,"Bán Nhà hẻm, ngõ Nguyễn Sơn",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/biet-thu-san-vuon-trung-tam-pho-nguyen-son-mat-tien-khung-o-to-do-cua-id22708896
50 m2,"50 m2(4,5x11)",22708832,01/10/2025,,Sổ đỏ,,"Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ,Bán Đất thổ cư Bắc Cầu,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-bac-cau-3-ngoc-thuy-50m-hon-5-ty-tang-gpxd-o-to-id22708832
200 m2,50 m2,22708813,01/10/2025,3,Sổ đỏ,4,"Lý Sơn, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,11 tỷ 750 triệu,"Bán Nhà mặt tiền, phố Lý Sơn",https://mogi.vn/quan-long-bien/mua-nha-mat-tien-pho/nha-dan-xay-pho-ly-son-ngoc-thuy-50m-o-to-7-cho-3-buoc-mat-pho-id22708813
200 m2,54 m2,22708810,01/10/2025,4,Sổ đỏ,3,"Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Thanh Am",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-thanh-am-54m2-5t-nha-moi-tinh-gan-nam-duong-id22708810
160 m2,45 m2,22708804,01/10/2025,4,Sổ đỏ,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,7 tỷ 450 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-ngoc-thuy-45m2-4-tang-noi-that-gan-viet-phap-id22708804
58 m2,"58 m2(4,5x13)",22707059,01/10/2025,,Sổ đỏ,,"Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ,Bán Đất thổ cư Việt Hưng,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-viet-hung-58m2-mat-tien-4-5m-6-t-y-hon-id22707059
260 m2,45 m2(5x9),22708643,01/10/2025,7,Sổ đỏ,4,"Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,14 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Hồng Tiến",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-hong-tien-45m2-6t-mat-tien-cuc-dep-gara-o-to-thang-may-id22708643
180 m2,"30 m2(4,5x7)",22706674,01/10/2025,5,Sổ đỏ,3,"Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,6 tỷ 950 triệu,"Bán Nhà hẻm, ngõ Hoa Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-gan-bigc-long-bien-6-tang-noi-that-long-lanh-gia-hiem-id22706674
92 m2,"92 m2(5,2x19)",22705762,01/10/2025,,Sổ đỏ,,"Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,13 tỷ,Bán Đất thổ cư Nguyễn Văn Linh,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-nguyen-van-linh-92m2-mt5-2m-13-ty-truoc-dat-o-to-tranh-id22705762
150 m2,"30 m2(3,33x9)",22705386,01/10/2025,4,Sổ đỏ,3,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,5 tỷ 100 triệu,"Bán Nhà hẻm, ngõ Phúc lợi",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-pho-phuc-loi-30m2-5t-3-p-ngu-5-1-ty-gan-truong-ptth-phuc-loi-id22705386
350 m2,75 m2(5x16),22710267,01/10/2025,5,Sổ đỏ,4,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,16 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-pho-ngoc-thuy-75m2-5t-o-to-thang-may-gan-truong-viet-phap-id22710267
90 m2,90 m2,22705774,30/09/2025,,Sổ đỏ,,"Bắc Biên, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,8 tỷ 400 triệu,Bán Đất thổ cư Bắc Biên,https://mogi.vn/quan-long-bien/mua-dat-tho-cu/ban-dat-pho-bac-bien-ngoc-thuy-90m2-mt-5m-8-4-ty-10m-o-to-tranh-id22705774
200 m2,35 m2,22707969,30/09/2025,5,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,9 tỷ 650 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-dep-lung-linh-gan-cau-chuong-duong-35m2-6t-thang-may-o-to-tranh-id22707969
250 m2,50 m2(6x9),22708109,30/09/2025,4,Sổ đỏ,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987151746,Gửi tin nhắn,11 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-pho-ngoc-thuy-50m2-5t-mt6m-o-to-thang-may-gan-cau-lb-id22708109
